Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type,count
galaxy,3.26,3,15z TOPICS Space,411.43,756.0,"(4, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15z TOPICS Space,Regular,1
bag,3.26,3,15t TOPICS Containers,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,7
lunch,3.26,3,15t TOPICS Containers,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,2
paper,3.26,3,15t TOPICS Containers,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,7
purse,3.26,3,15t TOPICS Containers,137.14,540.0,"(3, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,3
plastic,3.26,3,15t TOPICS Containers,960.0,108.0,"(1, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,2
packet,3.26,3,15t TOPICS Containers,137.14,324.0,"(2, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
suitcase,3.26,3,15t TOPICS Containers,137.14,1188.0,"(6, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,2
wallet,3.26,3,15t TOPICS Containers,411.43,540.0,"(3, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,3
flask,3.26,3,15t TOPICS Containers,411.43,1188.0,"(6, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
crate,3.26,3,15t TOPICS Containers,960.0,1188.0,"(6, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
cage,3.26,3,15t TOPICS Containers,960.0,972.0,"(5, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
jar,3.26,3,15t TOPICS Containers,685.71,540.0,"(3, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
vase,3.26,3,15t TOPICS Containers,960.0,756.0,"(4, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
tupperware,3.26,3,15t TOPICS Containers,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
container,3.26,3,15t TOPICS Containers,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
tin,3.26,3,15t TOPICS Containers,960.0,108.0,"(1, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
beaker,3.26,3,15t TOPICS Containers,685.71,1188.0,"(6, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
chest,3.26,3,15t TOPICS Containers,685.71,972.0,"(5, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
carton,3.26,3,15t TOPICS Containers,960.0,324.0,"(2, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
tub,3.26,3,15t TOPICS Containers,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
can,3.26,3,15t TOPICS Containers,411.43,324.0,"(2, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,43
bottle,3.26,3,15t TOPICS Containers,685.71,324.0,"(2, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,5
box,3.26,3,15t TOPICS Containers,960.0,540.0,"(3, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
basket,3.26,3,15t TOPICS Containers,685.71,756.0,"(4, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,2
bucket,3.26,3,15t TOPICS Containers,137.14,756.0,"(4, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,4
jug,3.26,3,15t TOPICS Containers,137.14,972.0,"(5, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,2
barrel,3.26,3,15t TOPICS Containers,411.43,756.0,"(4, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
tray,3.26,3,15t TOPICS Containers,411.43,972.0,"(5, 2)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15t TOPICS Containers,Regular,1
play Gangnam Style,6.26,6,23 APPS Alexa Music Song,685.71,756.0,"(4, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS Alexa Home -> 23 APPS Alexa Music home -> 23 APPS Alexa Music Song,WordList,1
play The Greatest Show,6.26,6,23 APPS Alexa Music Song,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS Alexa Home -> 23 APPS Alexa Music home -> 23 APPS Alexa Music Song,WordList,1
1st,4.26,4,13c TIME date pg1,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
2nd,4.26,4,13c TIME date pg1,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
12th,4.26,4,13c TIME date pg1,685.71,756.0,"(4, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
19th,4.26,4,13c TIME date pg1,960.0,756.0,"(4, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
20th,4.26,4,13c TIME date pg1,960.0,972.0,"(5, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
10th,4.26,4,13c TIME date pg1,685.71,324.0,"(2, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
9th,4.26,4,13c TIME date pg1,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
16th,4.26,4,13c TIME date pg1,960.0,108.0,"(1, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
17th,4.26,4,13c TIME date pg1,960.0,324.0,"(2, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
13th,4.26,4,13c TIME date pg1,685.71,972.0,"(5, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
8th,4.26,4,13c TIME date pg1,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
14th,4.26,4,13c TIME date pg1,685.71,1188.0,"(6, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
15th,4.26,4,13c TIME date pg1,960.0,108.0,"(1, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
5th,4.26,4,13c TIME date pg1,411.43,756.0,"(4, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
3rd,4.26,4,13c TIME date pg1,411.43,324.0,"(2, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
6th,4.26,4,13c TIME date pg1,411.43,972.0,"(5, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
7th,4.26,4,13c TIME date pg1,411.43,1188.0,"(6, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
18th,4.26,4,13c TIME date pg1,960.0,540.0,"(3, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
11th,4.26,4,13c TIME date pg1,685.71,540.0,"(3, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
4th,4.26,4,13c TIME date pg1,411.43,540.0,"(3, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,1
The,4.26,4,13c TIME date pg1,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,5
date,4.26,4,13c TIME date pg1,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13c TIME date pg1,Regular,6
different,6.26,6,16c SCHOOL Science Expanded Index,960.0,972.0,"(5, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,35
predict,6.26,6,16c SCHOOL Science Expanded Index,960.0,1188.0,"(6, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,14
fun,6.26,6,16c SCHOOL Science Expanded Index,960.0,756.0,"(4, 4)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,10
clue,6.26,6,16c SCHOOL Science Expanded Index,137.14,756.0,"(4, 1)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,7
find,6.26,6,16c SCHOOL Science Expanded Index,137.14,972.0,"(5, 1)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,17
discover,6.26,6,16c SCHOOL Science Expanded Index,411.43,972.0,"(5, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,7
think,6.26,6,16c SCHOOL Science Expanded Index,137.14,1188.0,"(6, 1)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,20
listen,6.26,6,16c SCHOOL Science Expanded Index,411.43,1188.0,"(6, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,48
idea,6.26,6,16c SCHOOL Science Expanded Index,411.43,756.0,"(4, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,16
count,6.26,6,16c SCHOOL Science Expanded Index,685.71,1188.0,"(6, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,12
wow!,6.26,6,16c SCHOOL Science Expanded Index,685.71,756.0,"(4, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,17
look,6.26,6,16c SCHOOL Science Expanded Index,685.71,972.0,"(5, 3)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index,Regular,53
bored,4.26,4,08x LEISURE outdoors expanded TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,5
weather,4.26,4,08x LEISURE outdoors expanded TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,4
windy,4.26,4,08x LEISURE outdoors expanded TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,2
garden,4.26,4,08x LEISURE outdoors expanded TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,8
sunny,4.26,4,08x LEISURE outdoors expanded TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,2
park,4.26,4,08x LEISURE outdoors expanded TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,4
walk,4.26,4,08x LEISURE outdoors expanded TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,8
rainy,4.26,4,08x LEISURE outdoors expanded TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,2
outside,4.26,4,08x LEISURE outdoors expanded TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,7
same,4.26,4,08x LEISURE outdoors expanded TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,Regular,12
I need help,4.26,4,08x LEISURE outdoors expanded TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,44
I can do it,4.26,4,08x LEISURE outdoors expanded TEEN,685.71,324.0,"(2, 3)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,44
I want to do that again,4.26,4,08x LEISURE outdoors expanded TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,19
I don't know,4.26,4,08x LEISURE outdoors expanded TEEN,411.43,324.0,"(2, 2)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,44
I want to do something different,4.26,4,08x LEISURE outdoors expanded TEEN,960.0,324.0,"(2, 4)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,19
wait a minute,4.26,4,08x LEISURE outdoors expanded TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,44
I am writing a message,4.26,4,08x LEISURE outdoors expanded TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,44
let's go outside,4.26,4,08x LEISURE outdoors expanded TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,1
let's go for a walk,4.26,4,08x LEISURE outdoors expanded TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,1
is it cold outside?,4.26,4,08x LEISURE outdoors expanded TEEN,960.0,540.0,"(3, 4)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE outdoors core TEEN -> 08x LEISURE outdoors expanded TEEN,WordList,1
face,9.26,9,08m PLAY drawing expanded,137.14,756.0,"(4, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,7
arm,9.26,9,08m PLAY drawing expanded,137.14,972.0,"(5, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,6
body,9.26,9,08m PLAY drawing expanded,411.43,972.0,"(5, 2)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,6
little,9.26,9,08m PLAY drawing expanded,960.0,972.0,"(5, 4)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,15
big,9.26,9,08m PLAY drawing expanded,960.0,1188.0,"(6, 4)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,15
it's,9.26,9,08m PLAY drawing expanded,960.0,324.0,"(2, 4)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,57
your,9.26,9,08m PLAY drawing expanded,960.0,108.0,"(1, 4)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,18
will,9.26,9,08m PLAY drawing expanded,137.14,324.0,"(2, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Child vocabulary -> 01 CORE pg1 -> 08a PLAY activity index -> 08m PLAY drawing core -> 08m PLAY drawing expanded,Regular,18
