Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type,count
crumpet,4.26,4,15d TOPICS Food Breakfast,137.14,540.0,"(3, 1)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15d TOPICS Food Index -> 15d TOPICS Food Breakfast,Regular,1
PM,4.26,4,13d TIME telling the time words,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13d TIME telling the time words,Regular,1
AM,4.26,4,13d TIME telling the time words,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 13a TIME pg1 -> 13d TIME telling the time words,Regular,1
cut this please,4.26,4,08x LEISURE craft expanded TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08n LEISURE craft core TEEN -> 08x LEISURE craft expanded TEEN,WordList,1
aftershave,5.26,5,15h TOPICS Inside Bathroom more TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15h TOPICS Inside TEEN -> 15h TOPICS Inside Bathroom TEEN -> 15h TOPICS Inside Bathroom more TEEN,Regular,1
14,4.26,4,22 NUMBERS expanded 1-20,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20,Regular,1
19,4.26,4,22 NUMBERS expanded 1-20,685.71,972.0,"(5, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20,Regular,1
13,4.26,4,22 NUMBERS expanded 1-20,411.43,1188.0,"(6, 2)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20,Regular,1
18,4.26,4,22 NUMBERS expanded 1-20,685.71,756.0,"(4, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20,Regular,1
17,4.26,4,22 NUMBERS expanded 1-20,685.71,540.0,"(3, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20,Regular,1
16,4.26,4,22 NUMBERS expanded 1-20,685.71,324.0,"(2, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20,Regular,1
whisker,3.26,3,15a TOPICS Animals,960.0,108.0,"(1, 4)",01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15a TOPICS Animals,Regular,1
61,5.26,5,22 NUMBERS expanded 61-80,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,2
62,5.26,5,22 NUMBERS expanded 61-80,137.14,108.0,"(1, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
64,5.26,5,22 NUMBERS expanded 61-80,137.14,540.0,"(3, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
71,5.26,5,22 NUMBERS expanded 61-80,411.43,540.0,"(3, 2)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
80,5.26,5,22 NUMBERS expanded 61-80,685.71,972.0,"(5, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
68,5.26,5,22 NUMBERS expanded 61-80,411.43,108.0,"(1, 2)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
65,5.26,5,22 NUMBERS expanded 61-80,137.14,756.0,"(4, 1)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
70,5.26,5,22 NUMBERS expanded 61-80,411.43,324.0,"(2, 2)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
76,5.26,5,22 NUMBERS expanded 61-80,685.71,108.0,"(1, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
78,5.26,5,22 NUMBERS expanded 61-80,685.71,540.0,"(3, 3)",01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 61-80,Regular,1
